"PitchNo","Date","Time","PAofInning","PitchofPA","Pitcher","PitcherId","PitcherThrows","PitcherTeam","Batter","BatterId","BatterSide","BatterTeam","PitcherSet","Inning","Top.Bottom","Outs","Balls","Strikes","TaggedPitchType","AutoPitchType","PitchClass","PitchCall","KorBB","TaggedHitType","PlayResult","OutsOnPlay","RunsScored","Notes","RelSpeed","arm_angle","arm_angle_180","arm_angle_savant","VertRelAngle","HorzRelAngle","SpinRate","SpinVeloRatio","SpinAxis","Tilt","SpinAxis_inferred","Tilt_inferred","RelHeight","RelSide","Extension","VertBreak","InducedVertBreak","HorzBreak","PlateLocHeight","PlateLocSide","ZoneSpeed","VertApprAngle","HorzApprAngle","ZoneTime","ExitSpeed","Angle","Direction","HitSpinRate","PositionAt110X","PositionAt110Y","PositionAt110Z","Distance","LastTrackedDistance","Bearing","HangTime","pfxx","pfxz","x0","y0","z0","vx0","vy0","vz0","ax0","ay0","az0","HomeTeam","AwayTeam","Stadium","Level","League","GameID","PitchUID","EffectiveVelo","MaxHeight","MeasuredDuration","SpeedDrop","PitchLastMeasuredX","PitchLastMeasuredY","PitchLastMeasuredZ","ContactPositionX","ContactPositionY","ContactPositionZ","GameUID","UTCDate","UTCTime","LocalDateTime","UTCDateTime","AutoHitType","System","HomeTeamForeignID","AwayTeamForeignID","GameForeignID","Catcher","CatcherId","CatcherThrows","CatcherTeam","PlayID","PitchTrajectoryXc0","PitchTrajectoryXc1","PitchTrajectoryXc2","PitchTrajectoryYc0","PitchTrajectoryYc1","PitchTrajectoryYc2","PitchTrajectoryZc0","PitchTrajectoryZc1","PitchTrajectoryZc2","HitSpinAxis","HitTrajectoryXc0","HitTrajectoryXc1","HitTrajectoryXc2","HitTrajectoryXc3","HitTrajectoryXc4","HitTrajectoryXc5","HitTrajectoryXc6","HitTrajectoryXc7","HitTrajectoryXc8","HitTrajectoryYc0","HitTrajectoryYc1","HitTrajectoryYc2","HitTrajectoryYc3","HitTrajectoryYc4","HitTrajectoryYc5","HitTrajectoryYc6","HitTrajectoryYc7","HitTrajectoryYc8","HitTrajectoryZc0","HitTrajectoryZc1","HitTrajectoryZc2","HitTrajectoryZc3","HitTrajectoryZc4","HitTrajectoryZc5","HitTrajectoryZc6","HitTrajectoryZc7","HitTrajectoryZc8","ThrowSpeed","PopTime","ExchangeTime","TimeToBase","CatchPositionX","CatchPositionY","CatchPositionZ","ThrowPositionX","ThrowPositionY","ThrowPositionZ","BasePositionX","BasePositionY","BasePositionZ","ThrowTrajectoryXc0","ThrowTrajectoryXc1","ThrowTrajectoryXc2","ThrowTrajectoryYc0","ThrowTrajectoryYc1","ThrowTrajectoryYc2","ThrowTrajectoryZc0","ThrowTrajectoryZc1","ThrowTrajectoryZc2","PitchReleaseConfidence","PitchLocationConfidence","PitchMovementConfidence","HitLaunchConfidence","HitLandingConfidence","CatcherThrowCatchConfidence","CatcherThrowReleaseConfidence","CatcherThrowLocationConfidence","HitType","zone_x","zone_y","xBA","x1B","x2B","x3B","xHR","xOut","xSLG","woba_weight","xwOBACON","Umpire","HomeTeamCode","AwayTeamCode","Code","PitchUUID","yt_RelSpeed","yt_RelHeight","yt_RelSide","yt_VertRelAngle","yt_HorzRelAngle","yt_ZoneSpeed","yt_PlateLocHeight","yt_PlateLocSide","yt_VertApprAngle","yt_HorzApprAngle","yt_ZoneTime","yt_HorzBreak","yt_InducedVertBreak","yt_OutOfPlane","yt_FSRI","yt_EffectiveSpin","yt_GyroSpin","yt_Efficiency","yt_SpinComponentX","yt_SpinComponentY","yt_SpinComponentZ","yt_HitVelocityX","yt_HitVelocityY","yt_HitVelocityZ","yt_HitLocationX","yt_HitLocationY","yt_HitLocationZ","yt_GroundLocationX","yt_GroundLocationY","yt_HitBreakX","yt_HitBreakY","yt_HitBreakT","yt_HitSpinComponentX","yt_HitSpinComponentY","yt_HitSpinComponentZ","yt_SessionName","Note","yt_PitchSpinConfidence","yt_PitchReleaseConfidence","yt_HitSpinConfidence","yt_EffectiveBattingSpeed","yt_ReleaseAccuracy","yt_ZoneAccuracy","yt_SeamLat","yt_SeamLong","yt_ReleaseDistance","filter_col","barrel","sweetspot","HitDirection1","HitDirection2","hc_x","hc_y","launch_speed","launch_angle","bbe","hardhit","weakhit","whiff","swing","take","in_zone","SEASON","yt_AeroModel","local_vid_file","arm_length","height_inches","shoulder_pos","run_value","total_bases","woba_value","tj_stuff_plus"
125,"2024-05-11","9:00:23 PM",4,2,"Kobe Foster","Kobefo00wwt","Left","Washington Wild Things","Brett Milazzo","bretmi00scb","Left","Schaumburg Boomers","",4,"Top",,0,1,"Slider","Cutter","BreakingBalls","BallCalled","","","",,,,79.04674348,64.3339090846624,115.666090915338,25.6660909153376,3.317327038,0.801927971,2373.80753,30.0304278898043,201.3749405,"12:45",196.075332326958,"12:32",5.337877861,-2.367920867,5.65874253,-35.74324633,10.08545875,2.906314816,3.79612291,-0.219108983,72.63381705,-6.43585222,1.782230957,0.484212024,,,,,,,,,,,,-1.912539437,5.364513535,1.416940605,50,6.633951901,-2.161481528,-115.394036,-0.979719483,-2.57426455,21.82487885,-24.95345232,"Washington Wild Things","Schaumburg Boomers","con04","Independent","Frontier","c176f84c-b263-45ac-8b0f-60ef817a9d19","96acc7da-b8c1-415a-9e4f-bc336ea65360",,,,,,,,,,,"c176f84c-b263-45ac-8b0f-60ef817a9d19",19855,"01:00:23",1715475623,1715475623,,"Yakkertech",,,,"J.C. Santini","jc--sa00wwt",,"Washington Wild Things",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,2,,,,,,,,0,,"Dalton Phillips","WWT","BOOM",319,"96acc7da-b8c1-415a-9e4f-bc336ea65360",79.21958787,5.334759872,-2.370815914,3.353265228,0.836857057,72.76528847,3.799408658,-0.217440829,-6.384561059,1.807865363,0.484058081,2.578439553,8.264413244,70.09643339,42.28878699,808.1344572,2232.012744,34.04380713,-0.317021145,0.940266941,-0.124079305,,,,,,,,,,,,,,,,,0.702666678,1,,,"high","high",51.94009171,9.920763154,55.20825942,"All",,,"","",,,,,,,,0,0,1,0,2024,"2022-11","H:\VID2024\05\11\0410550\0410550L\0244A.mp4",28.08,72,50.4,0.01963177,,,104.945120940449
126,"2024-05-11","9:01:07 PM",4,3,"Kobe Foster","Kobefo00wwt","Left","Washington Wild Things","Brett Milazzo","bretmi00scb","Left","Schaumburg Boomers","",4,"Top",,1,1,"Slider","Cutter","BreakingBalls","BallCalled","","","",,,,80.00566703,70.7712169479775,109.228783052022,19.2287830520225,3.392383046,0.495057082,2328.867889,29.1087866079129,192.2057377,"12:30",189.609988193442,"12:19",5.009868181,-2.321868306,-0.700718458,-41.03601928,15.49102512,2.622888617,3.419810321,-0.882276251,72.65800634,-6.591417739,0.354324675,0.538201331,,,,,,,,,,,,-1.832155879,6.387716845,0.931745766,50,6.519036243,0.429265801,-115.4903808,-1.887857678,-2.469203332,21.94137115,-23.5652997,"Washington Wild Things","Schaumburg Boomers","con04","Independent","Frontier","c176f84c-b263-45ac-8b0f-60ef817a9d19","f63390a4-874c-400a-ae34-c9849f405877",,,,,,,,,,,"c176f84c-b263-45ac-8b0f-60ef817a9d19",19855,"01:01:07",1715475667,1715475667,,"Yakkertech",,,,"J.C. Santini","jc--sa00wwt",,"Washington Wild Things",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2,3.17,,,,,,,,0,,"Dalton Phillips","WWT","BOOM",319,"f63390a4-874c-400a-ae34-c9849f405877",80.24606138,5.006208993,-2.326704697,3.423592862,0.539491797,72.8290162,3.423631658,-0.879981645,-6.537581742,0.386022756,0.537984067,2.159062859,13.10941412,64.73783686,38.54873162,993.8693489,2106.145617,42.67607251,-0.417113682,0.904364574,-0.090226894,,,,,,,,,,,,,,,,,0.59635985,1,,,"high","high",55.30614154,22.23024583,61.56772041,"All",,,"","",,,,,,,,0,0,1,0,2024,"2022-11","H:\VID2024\05\11\0410550\0410550L\0245A.mp4",28.08,72,50.4,-0.00399754,,,109.177683773169
127,"2024-05-11","9:01:28 PM",4,4,"Kobe Foster","Kobefo00wwt","Left","Washington Wild Things","Brett Milazzo","bretmi00scb","Left","Schaumburg Boomers","",4,"Top",,2,1,"Fastball","Fastball","Fastballs","BallCalled","","","",,,,85.11417788,55.9429215210354,124.057078478965,34.0570784789646,1.196606609,3.217792139,2189.205859,25.7208130716659,152.2931281,"11:00",155.414980400956,"11:11",5.476143132,-1.887900381,5.475034351,-20.36245123,19.37386014,-8.863919221,3.575401104,1.295694761,77.74184337,-4.824992663,1.610475522,0.453251185,,,,,,,,,,,,5.278551025,10.46661855,0.698645367,50,6.163953206,-6.540289546,-123.5399547,-3.042880299,8.167915005,24.32335757,-15.97823177,"Washington Wild Things","Schaumburg Boomers","con04","Independent","Frontier","c176f84c-b263-45ac-8b0f-60ef817a9d19","4ff5d95d-d989-4c67-98bb-cb2dbcc850b8",,,,,,,,,,,"c176f84c-b263-45ac-8b0f-60ef817a9d19",19855,"01:01:28",1715475688,1715475688,,"Yakkertech",,,,"J.C. Santini","jc--sa00wwt",,"Washington Wild Things",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2,2,,,,,,,,0,,"Dalton Phillips","WWT","BOOM",319,"4ff5d95d-d989-4c67-98bb-cb2dbcc850b8",85.29530824,5.478038326,-1.892318882,1.172978855,3.270084077,77.89182815,3.574668191,1.29895982,-4.835092635,1.660310544,0.453108594,-9.353024124,18.38258594,31.39990809,84.04993293,1868.60023,1140.59435,85.35516305,-0.75568158,0.521008267,0.396857324,,,,,,,,,,,,,,,,,0.95798594,1,,,"high","high",14.35506036,56.95631669,55.3919676,"All",,,"","",,,,,,,,0,0,1,0,2024,"2022-11","H:\VID2024\05\11\0410550\0410550L\0246A.mp4",28.08,72,50.4,0.17863128,,,95.4930443227846
128,"2024-05-11","9:01:49 PM",4,5,"Kobe Foster","Kobefo00wwt","Left","Washington Wild Things","Brett Milazzo","bretmi00scb","Left","Schaumburg Boomers","",4,"Top",,3,1,"Fastball","Fastball","Fastballs","InPlay","","FlyBall","Out",1,0,"B. Milazzo fouled out to rf. (3 out)",86.01537533,61.0003316932524,118.999668306748,28.9996683067476,0.624107868,1.407103136,2188.610341,25.4444084281833,144.9117296,"10:45",147.813807320225,"10:56",5.397343739,-2.160094776,6.168568512,-19.11682738,18.66021965,-11.74468834,3.171395117,-0.596930975,78.26703644,-5.023748913,-0.480730049,0.444571836,94.9446211,51.64355625,39.55876205,,69.36263012,85.37461885,108.8778404,332.0879049,,39.40420138,5.713657055,6.651586356,10.48218991,1.070645861,50,5.959787704,-3.287549369,-124.4212066,-3.651695137,10.43610742,24.75617443,-15.72785855,"Washington Wild Things","Schaumburg Boomers","con04","Independent","Frontier","c176f84c-b263-45ac-8b0f-60ef817a9d19","cb788624-1e93-4fdb-bdf6-945c6dbff933",,,,,,,,,,,"c176f84c-b263-45ac-8b0f-60ef817a9d19",19855,"01:01:49",1715475709,1715475709,"PopUp","Yakkertech",,,,"J.C. Santini","jc--sa00wwt",,"Washington Wild Things",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"FlyBall",-0.55,3.17,0.060226,0.030504,0.022488,0.003502,0.008736,0.93477,0.12093,0,0.0828641577600631,"Dalton Phillips","WWT","BOOM",319,"cb788624-1e93-4fdb-bdf6-945c6dbff933",86.18568252,5.39912531,-2.16509108,0.601710761,1.467065892,78.40750811,3.170679093,-0.59316601,-5.034086136,-0.422005112,0.444442328,-12.2971188,17.71695824,19.25565898,94.07231617,2066.171713,721.7684366,94.4056452,-0.772490633,0.329783892,0.542679285,37.52310049,45.4241633,74.45228938,0.569799822,2.058529817,3.209608892,210.8051428,256.6000162,,,,,,,,,0.886953054,1,,50.41420285,"high","high",5.33491545,57.86730829,54.69843344,"All",0,"Under","Right","Right",210.805142816131,256.600016257096,95,52,1,0,0,0,1,0,1,2024,"2022-11","H:\VID2024\05\11\0410550\0410550L\0247A.mp4",28.08,72,50.4,-0.48141893,0,0,86.4717166675372
129,"2024-05-11","9:04:25 PM",1,1,"Cole Cook","Coleco00scb","Left","Schaumburg Boomers","Evan Berkey","evanbe00wwt","Right","Washington Wild Things","",4,"Bottom",0,0,0,"Changeup","Changeup","Offspeed","StrikeCalled","","","",,,,76.27282031,62.5289962797916,117.471003720208,27.4710037202084,3.174332086,0.792016519,1414.98817,18.5516697068364,132.0419987,"10:30",142.674570352149,"10:45",5.169088159,-1.863903504,6.00133734,-40.81727913,7.716590032,-5.883880553,3.051819874,-0.731862719,70.39698079,-7.542426876,-0.507324881,0.501411142,,,,,,,,,,,,3.372553046,3.218422142,1.800370922,50,5.413076287,-1.361066894,-110.7969306,4.961766639,4.181061908,20.292174,-28.18406869,"Washington Wild Things","Schaumburg Boomers","con04","Independent","Frontier","c176f84c-b263-45ac-8b0f-60ef817a9d19","9c3d6f2d-0a9a-473f-aa80-dca57a753c83",,,,,,,,,,,"c176f84c-b263-45ac-8b0f-60ef817a9d19",19855,"01:04:25",1715475865,1715475865,,"Yakkertech",,,,"Allante Hall","allaha00scb",,"Schaumburg Boomers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",-0.55,3.17,,,,,,,,0,,"Dalton Phillips","WWT","BOOM",319,"9c3d6f2d-0a9a-473f-aa80-dca57a753c83",76.43023976,5.16546812,-1.869425708,3.217000337,0.859536556,70.51397398,3.055609616,-0.727895258,-7.484138734,-0.446462275,0.501241566,-6.509738203,5.788207629,64.78420606,5.566009854,602.8255528,1280.153457,42.60286875,-0.285300831,0.904709654,0.31639197,,,,,,,,,,,,,,,,,0.988824812,1,,,"high","high",95.00940887,-0.257859061,54.86566461,"All",,,"","",,,,,,,,0,0,1,1,2024,"2022-11","H:\VID2024\05\11\0410550\0410550L\0248A.mp4",28.08,72,50.4,-0.0164085,,,101.394473776493
130,"2024-05-11","9:04:36 PM",1,2,"Cole Cook","Coleco00scb","Left","Schaumburg Boomers","Evan Berkey","evanbe00wwt","Right","Washington Wild Things","",4,"Bottom",0,0,1,"Curveball","Curveball","BreakingBalls","BallCalled","","","",,,,76.06372341,45.5301704887146,134.469829511285,44.4698295112854,4.564923924,-1.497068679,2368.416375,31.1372658189992,316.452513,"4:30",309.43986774136,"4:19",5.710010086,-1.538216807,5.741638591,-57.52426294,-8.027589407,9.759094485,3.830401828,-0.881456381,69.36010066,-8.545082186,0.609146658,0.50636016,,,,,,,,,,,,-5.599941852,-5.564827035,1.665367726,50,6.079292425,2.587275084,-110.235641,7.073223972,-6.870114758,20.1442491,-39.00108482,"Washington Wild Things","Schaumburg Boomers","con04","Independent","Frontier","c176f84c-b263-45ac-8b0f-60ef817a9d19","c6a4b880-3c95-4dc8-ab4a-0ec035c376ef",,,,,,,,,,,"c176f84c-b263-45ac-8b0f-60ef817a9d19",19855,"01:04:36",1715475876,1715475876,,"Yakkertech",,,,"Allante Hall","allaha00scb",,"Schaumburg Boomers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2,2,,,,,,,,0,,"Dalton Phillips","WWT","BOOM",319,"c6a4b880-3c95-4dc8-ab4a-0ec035c376ef",76.16393566,5.698779882,-1.540138718,4.700465002,-1.473301559,69.40507273,3.839632125,-0.880310592,-8.405890665,0.626516569,0.506264502,9.534441006,-10.79811889,54.87628964,67.27776819,1362.653596,1937.155467,57.53437656,0.417011239,0.817911701,-0.396386271,,,,,,,,,,,,,,,,,0.975233905,1,,,"high","high",29.45000863,44.35216007,55.12536336,"All",,,"","",,,,,,,,0,0,1,0,2024,"2022-11","H:\VID2024\05\11\0410550\0410550L\0249A.mp4",28.08,72,50.4,0.01963177,,,107.519728844973
131,"2024-05-11","9:04:46 PM",1,3,"Cole Cook","Coleco00scb","Left","Schaumburg Boomers","Evan Berkey","evanbe00wwt","Right","Washington Wild Things","",4,"Bottom",0,1,1,"Curveball","Curveball","BreakingBalls","StrikeCalled","","","",,,,78.80675509,,,,2.410941525,0.637686326,,,,"",,"",5.529056749,-1.576997228,5.604040119,,,,2.8716554,0.169934038,72.69724782,-7.996202365,0.959250129,,,,,,,,,,,,,,,,,,,,,,,,"Washington Wild Things","Schaumburg Boomers","con04","Independent","Frontier","c176f84c-b263-45ac-8b0f-60ef817a9d19","0e0edf90-461d-4941-81d3-27bc997d3c78",,,,,,,,,,,"c176f84c-b263-45ac-8b0f-60ef817a9d19",19855,"01:04:46",1715475886,1715475886,,"Yakkertech",,,,"Allante Hall","allaha00scb",,"Schaumburg Boomers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,3.17,,,,,,,,0,,"Dalton Phillips","WWT","BOOM",319,"0e0edf90-461d-4941-81d3-27bc997d3c78",78.9555419,5.523065832,-1.576997228,2.481362086,0.637686326,72.80376573,2.876877241,0.169934038,-7.916384158,0.959250129,0.485323924,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"high","high",,,55.26296183,"All",,,"","",,,,,,,,0,0,1,1,2024,"2022-11","H:\VID2024\05\11\0410550\0410550L\0250A.mp4",28.08,72,50.4,-0.14819686,,,
132,"2024-05-11","9:05:05 PM",1,4,"Cole Cook","Coleco00scb","Left","Schaumburg Boomers","Evan Berkey","evanbe00wwt","Right","Washington Wild Things","",4,"Bottom",0,1,1,"Curveball","Curveball","BreakingBalls","Foul","","LineDrive","",,,,75.89999857,,,,2.558954815,-1.066769829,,,,"",,"",5.646415158,-1.419477106,5.721405655,,,,1.93360594,-0.663774106,69.61641348,-10.46851876,0.446951862,,94.61728353,11.15707571,43.07457578,,75.42429592,80.06981695,11.28508498,187.3474762,,43.20032563,1.633542806,,,,,,,,,,,,"Washington Wild Things","Schaumburg Boomers","con04","Independent","Frontier","c176f84c-b263-45ac-8b0f-60ef817a9d19","c1852811-d58c-4af2-b51c-6fd3dc9cccdd",,,,,,,,,,,"c176f84c-b263-45ac-8b0f-60ef817a9d19",19855,"01:05:05",1715475905,1715475905,"LineDrive","Yakkertech",,,,"Allante Hall","allaha00scb",,"Schaumburg Boomers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LineDrive",-0.55,1.82,,,,,,,,0,,"Dalton Phillips","WWT","BOOM",319,"c1852811-d58c-4af2-b51c-6fd3dc9cccdd",76.04276541,5.64002506,-1.419477106,2.634420455,-1.066769829,69.70893151,1.939419361,-0.663774106,-10.3812853,0.446951862,0.509176881,,,,,,,,,,,63.39757537,67.80841204,18.30838707,0.602361634,-0.037559964,1.647421587,128.2489488,136.5697037,,,,,,,,,,1,,54.74361408,"high","high",,,55.14559629,"All",0,,"Right","Right",128.248948806559,136.569703699328,95,11,0,,0,0,1,0,1,2024,"2022-11","H:\VID2024\05\11\0410550\0410550L\0251A.mp4",28.08,72,50.4,-0.14819686,,,
133,"2024-05-11","9:05:29 PM",1,5,"Cole Cook","Coleco00scb","Left","Schaumburg Boomers","Evan Berkey","evanbe00wwt","Right","Washington Wild Things","",4,"Bottom",0,1,2,"Curveball","Slider","BreakingBalls","Foul","","","",,,,76.86295852,51.6478087491779,128.352191250822,38.3521912508221,2.262624716,-0.095693015,2440.261531,31.7482123767723,312.5676423,"4:30",298.479985380212,"3:57",5.534666613,-1.686819695,5.800572374,-52.9864512,-4.823503884,8.891194295,1.676975806,0.171496829,70.74051198,-10.37527068,2.159528666,0.499994939,,,,,,,,,,,,-5.237755648,-2.269547707,0.897912821,50,6.553124178,-0.856939069,-111.6564993,-2.757060905,-6.571351445,21.26724463,-35.02145153,"Washington Wild Things","Schaumburg Boomers","con04","Independent","Frontier","c176f84c-b263-45ac-8b0f-60ef817a9d19","a9f23ae1-a4a8-426c-82cd-5236840fff41",,,,,,,,,,,"c176f84c-b263-45ac-8b0f-60ef817a9d19",19855,"01:05:29",1715475929,1715475929,,"Yakkertech",,,,"Allante Hall","allaha00scb",,"Schaumburg Boomers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,2,,,,,,,,0,,"Dalton Phillips","WWT","BOOM",319,"a9f23ae1-a4a8-426c-82cd-5236840fff41",76.97295291,5.52486185,-1.689274495,2.380373606,-0.065647916,70.79967035,1.685147739,0.17292753,-10.25294523,2.181232042,0.499893053,8.608076715,-7.464995657,63.55097546,7.902031147,1086.895936,2184.841771,44.54014139,0.301296308,0.895330989,-0.328028892,,,,,,,,,,,,,,,,,0.913354558,1,,,"high","high",82.88817197,-16.70292817,55.06642957,"All",,,"","",,,,,,,,0,1,0,1,2024,"2022-11","H:\VID2024\05\11\0410550\0410550L\0252A.mp4",28.08,72,50.4,0,,,108.215842347278
134,"2024-05-11","9:05:50 PM",1,6,"Cole Cook","Coleco00scb","Left","Schaumburg Boomers","Evan Berkey","evanbe00wwt","Right","Washington Wild Things","",4,"Bottom",0,1,2,"Changeup","Changeup","Offspeed","BallCalled","","","",,,,77.63344642,62.7258484081095,117.27415159189,27.2741515918905,0.695509146,1.489777969,1359.616152,17.5132782930236,121.9754862,"10:00",141.848561131483,"10:44",5.155622103,-1.85353514,5.971007181,-40.84390986,5.919034241,-4.64970281,0.338460856,-0.149323305,70.91240508,-10.80525028,0.09007038,0.4986906,,,,,,,,,,,,2.072654937,4.003575241,0.49153318,50,6.399139462,-1.343862722,-111.4268374,-7.14671421,2.600998671,20.36830871,-27.14991667,"Washington Wild Things","Schaumburg Boomers","con04","Independent","Frontier","c176f84c-b263-45ac-8b0f-60ef817a9d19","a2681776-8233-4ad9-9fcf-fa41f40f1a63",,,,,,,,,,,"c176f84c-b263-45ac-8b0f-60ef817a9d19",19855,"01:05:50",1715475950,1715475950,,"Yakkertech",,,,"Allante Hall","allaha00scb",,"Schaumburg Boomers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,2,,,,,,,,0,,"Dalton Phillips","WWT","BOOM",319,"a2681776-8233-4ad9-9fcf-fa41f40f1a63",77.78270237,5.151280606,-1.858780445,0.746044052,1.552502399,71.01604709,0.342841114,-0.145622264,-10.7387173,0.147270604,0.498551002,-5.232134733,4.010147048,69.33010456,0.690107182,479.9217695,1272.097157,35.29832804,-0.186924549,0.93562963,0.299426801,,,,,,,,,,,,,,,,,0.990684227,1,,,"high","high",90.62109646,-11.32954587,54.89599477,"All",,,"","",,,,,,,,0,0,1,0,2024,"2022-11","H:\VID2024\05\11\0410550\0410550L\0253A.mp4",28.08,72,50.4,0.0020866,,,105.748589473253
135,"2024-05-11","9:06:04 PM",1,7,"Cole Cook","Coleco00scb","Left","Schaumburg Boomers","Evan Berkey","evanbe00wwt","Right","Washington Wild Things","",4,"Bottom",0,2,2,"Curveball","Curveball","BreakingBalls","Foul","","","",,,,76.08345054,44.8943789472426,135.105621052757,45.1056210527574,2.257481728,-0.84883773,2322.784416,30.5294305070828,325.6090796,"4:45",314.932985474417,"4:30",5.630770823,-1.425505457,5.829276517,-59.5256719,-10.27445672,10.29851938,1.373093845,-0.470004686,70.08121069,-11.1242241,0.686167918,0.504585896,,,,,,,,,,,,-5.308211901,-6.080440858,1.493734061,50,5.78939569,1.35537122,-110.5508872,2.595970576,-6.533755112,20.70126863,-39.65832344,"Washington Wild Things","Schaumburg Boomers","con04","Independent","Frontier","c176f84c-b263-45ac-8b0f-60ef817a9d19","b52ee516-59ab-4acd-8802-2b002ccc8a91",,,,,,,,,,,"c176f84c-b263-45ac-8b0f-60ef817a9d19",19855,"01:06:04",1715475964,1715475964,,"Yakkertech",,,,"Allante Hall","allaha00scb",,"Schaumburg Boomers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",-0.55,2,,,,,,,,0,,"Dalton Phillips","WWT","BOOM",319,"b52ee516-59ab-4acd-8802-2b002ccc8a91",76.16522458,5.618557882,-1.427476519,2.402370411,-0.825015403,70.10736011,1.382719616,-0.468859009,-10.98101143,0.703604452,0.504504596,10.09563017,-13.34510428,50.74827485,7.720551341,1469.692221,1798.702926,63.27286387,0.522129582,0.774373598,-0.357388066,,,,,,,,,,,,,,,,,0.690601891,1,,,"high","high",96.94849621,-24.1966367,55.03772543,"All",,,"","",,,,,,,,0,1,0,0,2024,"2022-11","H:\VID2024\05\11\0410550\0410550L\0254A.mp4",28.08,72,50.4,0,,,101.814417996883
136,"2024-05-11","9:06:20 PM",1,8,"Cole Cook","Coleco00scb","Left","Schaumburg Boomers","Evan Berkey","evanbe00wwt","Right","Washington Wild Things","",4,"Bottom",0,2,2,"Curveball","Curveball","BreakingBalls","Foul","","","",,,,76.11115062,,,,2.006411305,0.80484231,,,,"",,"",,,,,,,1.459656656,0.229124637,70.34934205,-10.86558231,0.40233475,0.504506337,,,,,,,,,,,,15.6275357,5.773061383,2.129407843,50,7.75235843,-9.545849913,-109.964763,-7.917475935,19.21045593,18.78354318,-25.07740022,"Washington Wild Things","Schaumburg Boomers","con04","Independent","Frontier","c176f84c-b263-45ac-8b0f-60ef817a9d19","a8e7b7f6-d248-4f94-9942-1c0df2ebabe0",,,,,,,,,,,"c176f84c-b263-45ac-8b0f-60ef817a9d19",19855,"01:06:20",1715475980,1715475980,,"Yakkertech",,,,"Allante Hall","allaha00scb",,"Schaumburg Boomers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,2,,,,,,,,0,,"Dalton Phillips","WWT","BOOM",319,"a8e7b7f6-d248-4f94-9942-1c0df2ebabe0",76.21877294,5.726744858,-1.505620274,2.048678363,0.932462448,70.40805952,1.462820106,0.236927373,-10.81755476,0.522764293,0.504425297,-27.67886241,6.755334427,3.429859045,2.797556494,3547.039187,212.5880406,99.82087855,-0.238432816,0.059826587,0.969314486,,,,,,,,,,,,,,,,,0.62892884,1,,,"high","high",87.48219916,34.2534011,54.92712165,"All",,,"","",,,,,,,,0,1,0,0,2024,"2022-11","H:\VID2024\05\11\0410550\0410550L\0255A.mp4",28.08,72,50.4,0,,,
