"PitchNo","Date","Time","PAofInning","PitchofPA","Pitcher","PitcherId","PitcherThrows","PitcherTeam","Batter","BatterId","BatterSide","BatterTeam","PitcherSet","Inning","Top.Bottom","Outs","Balls","Strikes","TaggedPitchType","AutoPitchType","PitchClass","PitchCall","KorBB","TaggedHitType","PlayResult","OutsOnPlay","RunsScored","Notes","RelSpeed","arm_angle","arm_angle_180","arm_angle_savant","VertRelAngle","HorzRelAngle","SpinRate","SpinVeloRatio","SpinAxis","Tilt","SpinAxis_inferred","Tilt_inferred","RelHeight","RelSide","Extension","VertBreak","InducedVertBreak","HorzBreak","PlateLocHeight","PlateLocSide","ZoneSpeed","VertApprAngle","HorzApprAngle","ZoneTime","ExitSpeed","Angle","Direction","HitSpinRate","PositionAt110X","PositionAt110Y","PositionAt110Z","Distance","LastTrackedDistance","Bearing","HangTime","pfxx","pfxz","x0","y0","z0","vx0","vy0","vz0","ax0","ay0","az0","HomeTeam","AwayTeam","Stadium","Level","League","GameID","PitchUID","EffectiveVelo","MaxHeight","MeasuredDuration","SpeedDrop","PitchLastMeasuredX","PitchLastMeasuredY","PitchLastMeasuredZ","ContactPositionX","ContactPositionY","ContactPositionZ","GameUID","UTCDate","UTCTime","LocalDateTime","UTCDateTime","AutoHitType","System","HomeTeamForeignID","AwayTeamForeignID","GameForeignID","Catcher","CatcherId","CatcherThrows","CatcherTeam","PlayID","PitchTrajectoryXc0","PitchTrajectoryXc1","PitchTrajectoryXc2","PitchTrajectoryYc0","PitchTrajectoryYc1","PitchTrajectoryYc2","PitchTrajectoryZc0","PitchTrajectoryZc1","PitchTrajectoryZc2","HitSpinAxis","HitTrajectoryXc0","HitTrajectoryXc1","HitTrajectoryXc2","HitTrajectoryXc3","HitTrajectoryXc4","HitTrajectoryXc5","HitTrajectoryXc6","HitTrajectoryXc7","HitTrajectoryXc8","HitTrajectoryYc0","HitTrajectoryYc1","HitTrajectoryYc2","HitTrajectoryYc3","HitTrajectoryYc4","HitTrajectoryYc5","HitTrajectoryYc6","HitTrajectoryYc7","HitTrajectoryYc8","HitTrajectoryZc0","HitTrajectoryZc1","HitTrajectoryZc2","HitTrajectoryZc3","HitTrajectoryZc4","HitTrajectoryZc5","HitTrajectoryZc6","HitTrajectoryZc7","HitTrajectoryZc8","ThrowSpeed","PopTime","ExchangeTime","TimeToBase","CatchPositionX","CatchPositionY","CatchPositionZ","ThrowPositionX","ThrowPositionY","ThrowPositionZ","BasePositionX","BasePositionY","BasePositionZ","ThrowTrajectoryXc0","ThrowTrajectoryXc1","ThrowTrajectoryXc2","ThrowTrajectoryYc0","ThrowTrajectoryYc1","ThrowTrajectoryYc2","ThrowTrajectoryZc0","ThrowTrajectoryZc1","ThrowTrajectoryZc2","PitchReleaseConfidence","PitchLocationConfidence","PitchMovementConfidence","HitLaunchConfidence","HitLandingConfidence","CatcherThrowCatchConfidence","CatcherThrowReleaseConfidence","CatcherThrowLocationConfidence","HitType","zone_x","zone_y","xBA","x1B","x2B","x3B","xHR","xOut","xSLG","woba_weight","xwOBACON","Umpire","HomeTeamCode","AwayTeamCode","Code","PitchUUID","yt_RelSpeed","yt_RelHeight","yt_RelSide","yt_VertRelAngle","yt_HorzRelAngle","yt_ZoneSpeed","yt_PlateLocHeight","yt_PlateLocSide","yt_VertApprAngle","yt_HorzApprAngle","yt_ZoneTime","yt_HorzBreak","yt_InducedVertBreak","yt_OutOfPlane","yt_FSRI","yt_EffectiveSpin","yt_GyroSpin","yt_Efficiency","yt_SpinComponentX","yt_SpinComponentY","yt_SpinComponentZ","yt_HitVelocityX","yt_HitVelocityY","yt_HitVelocityZ","yt_HitLocationX","yt_HitLocationY","yt_HitLocationZ","yt_GroundLocationX","yt_GroundLocationY","yt_HitBreakX","yt_HitBreakY","yt_HitBreakT","yt_HitSpinComponentX","yt_HitSpinComponentY","yt_HitSpinComponentZ","yt_SessionName","Note","yt_PitchSpinConfidence","yt_PitchReleaseConfidence","yt_HitSpinConfidence","yt_EffectiveBattingSpeed","yt_ReleaseAccuracy","yt_ZoneAccuracy","yt_SeamLat","yt_SeamLong","yt_ReleaseDistance","filter_col","barrel","sweetspot","HitDirection1","HitDirection2","hc_x","hc_y","launch_speed","launch_angle","bbe","hardhit","weakhit","whiff","swing","take","in_zone","SEASON","yt_AeroModel","local_vid_file","arm_length","height_inches","shoulder_pos","run_value","total_bases","woba_value","tj_stuff_plus"
34,"2024-05-11","8:06:55 PM",6,2,"Cole Cook","Coleco00scb","Left","Schaumburg Boomers","Quincy Latimore","quinla00wwt","Right","Washington Wild Things","",1,"Bottom",1,0,1,"Changeup","Changeup","Offspeed","BallCalled","","","",,,,78.77328434,69.5612601986822,110.438739801318,20.4387398013178,-0.779278295,3.304367103,1841.047903,23.371475728417,112.7131828,"9:45",127.807143476088,"10:16",5.003067744,-2.154923286,6.433057609,-37.47901003,7.184444443,-9.259745884,0.070561449,0.702709768,72.62370282,-9.759351407,1.305154461,0.481002881,,,,,,,,,,,,5.950219757,4.117699151,1.903889357,50,4.922562608,-6.354106058,-114.5118003,-2.601831508,7.896915444,21.24331014,-26.7091889,"Washington Wild Things","Schaumburg Boomers","con04","Independent","Frontier","c176f84c-b263-45ac-8b0f-60ef817a9d19","1a2ecca8-5cf0-44d1-a175-ccf414b5b247",,,,,,,,,,,"c176f84c-b263-45ac-8b0f-60ef817a9d19",19855,"00:06:55",1715472415,1715472415,,"Yakkertech",,,,"Allante Hall","allaha00scb",,"Schaumburg Boomers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0.55,2,,,,,,,,0,,"Dalton Phillips","WWT","BOOM",319,"1a2ecca8-5cf0-44d1-a175-ccf414b5b247",78.91480197,5.000047624,-2.161406737,-0.743291208,3.383872109,72.73114309,0.073731226,0.707583534,-9.710116416,1.380885922,0.480862468,-9.992518302,5.564847746,57.09251881,10.33357744,1000.211994,1545.649814,54.32840681,-0.209771917,0.839548939,0.501151995,,,,,,,,,,,,,,,,,0.986876182,1,,,"high","high",99.30021969,-4.811458663,54.43394434,"All",,,"","",,,,,,,,0,0,1,0,2024,"2022-11","H:\VID2024\05\11\0410550\0410550L\0153A.mp4",28.08,72,50.4,0.01963177,,,105.610918836776
35,"2024-05-11","8:07:28 PM",6,3,"Cole Cook","Coleco00scb","Left","Schaumburg Boomers","Quincy Latimore","quinla00wwt","Right","Washington Wild Things","",1,"Bottom",1,1,1,"Curveball","Curveball","BreakingBalls","BallCalled","","","",,,,77.35935086,46.7975009357377,133.202499064262,43.2024990642623,1.66292185,2.23438554,2500.319159,32.3208394486779,324.0587201,"4:45",306.735515492494,"4:13",5.656829508,-1.551230263,5.756165736,-53.6574392,-5.918660884,7.930229138,1.533419633,1.52898808,71.27067964,-10.5658285,2.602059956,0.497287076,,,,,,,,,,,,-3.546171301,-3.632407237,1.346337702,50,5.768224492,-4.625710995,-112.3514251,1.626286948,-4.50479368,21.52558461,-36.78839102,"Washington Wild Things","Schaumburg Boomers","con04","Independent","Frontier","c176f84c-b263-45ac-8b0f-60ef817a9d19","1688adb6-5c50-4e7f-a930-a6a2e4d89055",,,,,,,,,,,"c176f84c-b263-45ac-8b0f-60ef817a9d19",19855,"00:07:28",1715472448,1715472448,,"Yakkertech",,,,"Allante Hall","allaha00scb",,"Schaumburg Boomers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2,2,,,,,,,,0,,"Dalton Phillips","WWT","BOOM",319,"1688adb6-5c50-4e7f-a930-a6a2e4d89055",77.46640598,5.646394063,-1.554296637,1.78511992,2.270955941,71.32418383,1.541810774,1.530845506,-10.43962796,2.630456419,0.497180005,7.585575813,-8.65264323,62.16381928,58.85306886,1167.511848,2210.997961,46.69451274,0.378047631,0.884286293,-0.274076158,,,,,,,,,,,,,,,,,0.986669562,1,,,"high","high",37.03223803,69.0465503,55.11083621,"All",,,"","",,,,,,,,0,0,1,0,2024,"2022-11","H:\VID2024\05\11\0410550\0410550L\0154A.mp4",28.08,72,50.4,-0.00399754,,,111.331427002282
36,"2024-05-11","8:07:43 PM",6,4,"Cole Cook","Coleco00scb","Left","Schaumburg Boomers","Quincy Latimore","quinla00wwt","Right","Washington Wild Things","",1,"Bottom",1,2,1,"Sinker","Fastball","Fastballs","StrikeSwinging","","","",,,,84.56571869,52.9871948563187,127.012805143681,37.0128051436813,0.084613237,2.769839099,2192.931276,25.9316814185524,134.7890916,"10:30",144.471903569902,"10:49",5.449850672,-1.657836843,6.126078604,-25.21368332,13.5140509,-9.64948099,1.440475076,0.781251312,78.38806731,-8.67601142,0.601196186,0.447901552,,,,,,,,,,,,5.833021247,8.342201363,0.46524496,50,6.929396846,-4.892872378,-123.5367273,-9.454193536,9.032548244,24.13999454,-19.25598653,"Washington Wild Things","Schaumburg Boomers","con04","Independent","Frontier","c176f84c-b263-45ac-8b0f-60ef817a9d19","677458e0-bede-4759-9e7f-60fd3ee95508",,,,,,,,,,,"c176f84c-b263-45ac-8b0f-60ef817a9d19",19855,"00:07:43",1715472463,1715472463,,"Yakkertech",,,,"Allante Hall","allaha00scb",,"Schaumburg Boomers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0.55,2,,,,,,,,0,,"Dalton Phillips","WWT","BOOM",319,"677458e0-bede-4759-9e7f-60fd3ee95508",84.73080255,5.449889058,-1.663679291,0.083027769,2.840172649,78.51873745,1.441172887,0.785348374,-8.664437762,0.664892872,0.447776503,-10.27930136,12.46181451,43.93787756,15.99684184,1579.113474,1521.626832,72.00925498,-0.507304556,0.693878029,0.511053194,,,,,,,,,,,,,,,,,0.993580231,1,,,"high","high",75.60284235,40.3754417,54.74092334,"Whiff",,,"","",,,,,,,,1,1,0,0,2024,"2022-11","H:\VID2024\05\11\0410550\0410550L\0155A.mp4",28.08,72,50.4,-0.14211272,,,99.3872181461372
37,"2024-05-11","8:08:13 PM",6,5,"Cole Cook","Coleco00scb","Left","Schaumburg Boomers","Quincy Latimore","quinla00wwt","Right","Washington Wild Things","",1,"Bottom",1,2,2,"Fastball","Fastball","Fastballs","BallCalled","","","",,,,84.3208238,48.6334910557113,131.366508944289,41.3665089442887,2.823651683,1.31967803,2366.956644,28.0708434444873,142.0549179,"10:45",146.189363275496,"10:52",5.537191369,-1.518534325,5.52163655,-23.34286014,17.40329273,-11.65516837,5.217323264,-0.112905904,76.3903361,-3.504028815,-0.193226379,0.457896928,,,,,,,,,,,,6.746871402,8.247131373,1.404491379,50,5.783443516,-2.401292027,-122.4027626,5.235496571,10.19992068,24.95274957,-19.70603577,"Washington Wild Things","Schaumburg Boomers","con04","Independent","Frontier","c176f84c-b263-45ac-8b0f-60ef817a9d19","9c466c79-7cbb-45da-94c9-cad07df815e0",,,,,,,,,,,"c176f84c-b263-45ac-8b0f-60ef817a9d19",19855,"00:08:13",1715472493,1715472493,,"Yakkertech",,,,"Allante Hall","allaha00scb",,"Schaumburg Boomers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,2,,,,,,,,0,,"Dalton Phillips","WWT","BOOM",319,"9c466c79-7cbb-45da-94c9-cad07df815e0",84.49916648,5.538631763,-1.52461008,2.805357822,1.391970115,76.53696962,5.216977055,-0.108344641,-3.508332021,-0.123439111,0.457732623,-12.34018341,16.32434518,33.76145596,55.67480373,1967.789548,1315.404139,83.13585097,-0.655609738,0.555736474,0.51120724,,,,,,,,,,,,,,,,,0.996882474,1,,,"high","high",39.89267664,-24.46452332,55.3453654,"All",,,"","",,,,,,,,0,0,1,0,2024,"2022-11","H:\VID2024\05\11\0410550\0410550L\0156A.mp4",28.08,72,50.4,0.17217823,,,85.4460812691883
38,"2024-05-11","8:08:30 PM",6,6,"Cole Cook","Coleco00scb","Left","Schaumburg Boomers","Quincy Latimore","quinla00wwt","Right","Washington Wild Things","",1,"Bottom",1,2,2,"Curveball","Curveball","BreakingBalls","Foul","","","",,,,77.1694876,47.2323288607673,132.767671139233,42.7676711392327,2.048675999,1.294896714,2553.67506,33.0917716239961,323.065319,"4:45",307.466015868578,"4:15",5.646267011,-1.563595093,5.716851705,-55.76305978,-7.469027138,9.745789203,1.640403842,0.810224876,70.91113532,-10.95595876,2.035499615,0.498679766,,,,,,,,,,,,-4.221144881,-4.375179661,1.441088725,50,5.791892613,-2.800351822,-112.1030508,2.321206912,-5.340171505,21.37332792,-37.70909053,"Washington Wild Things","Schaumburg Boomers","con04","Independent","Frontier","c176f84c-b263-45ac-8b0f-60ef817a9d19","14cf8201-6a2e-4cff-b85b-7439cf65831d",,,,,,,,,,,"c176f84c-b263-45ac-8b0f-60ef817a9d19",19855,"00:08:30",1715472510,1715472510,,"Yakkertech",,,,"Allante Hall","allaha00scb",,"Schaumburg Boomers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0.55,2,,,,,,,,0,,"Dalton Phillips","WWT","BOOM",319,"14cf8201-6a2e-4cff-b85b-7439cf65831d",77.27027755,5.635428289,-1.566314598,2.177259857,1.327721982,70.95598926,1.649251849,0.811854781,-10.82349025,2.060381911,0.498579365,9.459710944,-10.40341053,59.19502238,60.59840716,1307.781631,2193.390872,51.21174779,0.409346295,0.858915414,-0.307733524,,,,,,,,,,,,,,,,,0.985861324,1,,,"high","high",35.46143356,48.00307702,55.15015024,"All",,,"","",,,,,,,,0,1,0,1,2024,"2022-11","H:\VID2024\05\11\0410550\0410550L\0157A.mp4",28.08,72,50.4,0,,,103.597528737782
39,"2024-05-11","8:08:50 PM",6,7,"Cole Cook","Coleco00scb","Left","Schaumburg Boomers","Quincy Latimore","quinla00wwt","Right","Washington Wild Things","",1,"Bottom",1,2,2,"Sinker","Fastball","Fastballs","StrikeSwinging","Strikeout","","StrikeoutSwinging",1,0,"Q. Latimore struck out swinging. (2 out)",86.27876579,46.046707397496,133.953292602504,43.953292602504,2.117796535,-0.180766458,2298.121511,26.6360035398925,145.3614258,"10:45",147.646540549497,"10:55",5.538487551,-1.388307523,5.909081548,-20.86837075,17.1681643,-10.87569657,4.368969623,-0.840188031,77.74972014,-4.560082889,-1.066922681,0.443886561,,,,,,,,,,,,5.745925506,8.540086558,1.411078529,50,5.708150289,0.757862271,-125.4199781,3.943049751,9.116490848,26.29465282,-18.62434017,"Washington Wild Things","Schaumburg Boomers","con04","Independent","Frontier","c176f84c-b263-45ac-8b0f-60ef817a9d19","a9f78f30-9081-43ce-99d2-46e3b6eafdae",,,,,,,,,,,"c176f84c-b263-45ac-8b0f-60ef817a9d19",19855,"00:08:50",1715472530,1715472530,,"Yakkertech",,,,"Allante Hall","allaha00scb",,"Schaumburg Boomers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2,2,,,,,,,,0,,"Dalton Phillips","WWT","BOOM",319,"a9f78f30-9081-43ce-99d2-46e3b6eafdae",86.45647893,5.540071849,-1.393657687,2.097768915,-0.11675229,77.89372605,4.368516999,-0.836247094,-4.566228142,-1.00606145,0.443729138,-11.46728039,16.10412403,32.34016235,66.35253227,1941.653128,1229.367972,84.48870604,-0.69513411,0.534944722,0.480231938,,,,,,,,,,,,,,,,,0.989055273,1,,,"high","high",30.28272096,-28.91790454,54.9579204,"Whiff",,,"","",,,,,,,,1,1,0,0,2024,"2022-11","H:\VID2024\05\11\0410550\0410550L\0158A.mp4",28.08,72,50.4,-0.16067493,,,87.8387853708876
40,"2024-05-11","8:09:20 PM",7,1,"Cole Cook","Coleco00scb","Left","Schaumburg Boomers","Evan Berkey","evanbe00wwt","Right","Washington Wild Things","",1,"Bottom",2,0,0,"Changeup","Changeup","Offspeed","BallCalled","","","",,,,80.12234102,59.9653335125967,120.034666487403,30.0346664874033,3.282207776,-0.187749631,1462.804415,18.25713523067,126.7245055,"10:15",134.553477521312,"10:29",5.250947726,-1.81775404,5.989543221,-36.74773442,7.281427957,-7.39581424,3.256792111,-1.696883407,73.13703243,-7.591241483,-2.174368957,0.477575165,,,,,,,,,,,,3.899727562,2.947799107,1.838445,50,5.507268347,0.606948425,-116.3794215,5.553281997,5.330656045,22.51892897,-28.14461346,"Washington Wild Things","Schaumburg Boomers","con04","Independent","Frontier","c176f84c-b263-45ac-8b0f-60ef817a9d19","4c4fd19d-ee81-4e9b-9c8a-653299f0d47f",,,,,,,,,,,"c176f84c-b263-45ac-8b0f-60ef817a9d19",19855,"00:09:20",1715472560,1715472560,,"Yakkertech",,,,"Allante Hall","allaha00scb",,"Schaumburg Boomers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2,3.17,,,,,,,,0,,"Dalton Phillips","WWT","BOOM",319,"4c4fd19d-ee81-4e9b-9c8a-653299f0d47f",80.28389556,5.247936802,-1.823309629,3.317877706,-0.119520947,73.25740574,3.260220842,-1.692771101,-7.538736955,-2.111260054,0.477415557,-8.028158011,5.537249732,60.78297195,2.200355826,714.022713,1276.702128,48.81190578,-0.291879583,0.872777054,0.391237171,,,,,,,,,,,,,,,,,0.994084839,1,,,"high","high",91.98032024,4.121747967,54.87745873,"All",,,"","",,,,,,,,0,0,1,0,2024,"2022-11","H:\VID2024\05\11\0410550\0410550L\0159A.mp4",28.08,72,50.4,0.0143314,,,103.044831643472
41,"2024-05-11","8:09:34 PM",7,2,"Cole Cook","Coleco00scb","Left","Schaumburg Boomers","Evan Berkey","evanbe00wwt","Right","Washington Wild Things","",1,"Bottom",2,1,0,"Fastball","Fastball","Fastballs","BallCalled","","","",,,,85.79308605,43.7262154821329,136.273784517867,46.2737845178671,0.719439682,1.858829036,2367.363186,27.5938690982663,144.9980838,"10:45",149.324090276423,"10:59",5.516694861,-1.259414056,5.885487232,-22.27272416,16.13251948,-9.569617076,3.06332525,1.138292483,77.81305718,-5.737920232,1.03226234,0.450098969,,,,,,,,,,,,5.547543244,9.204651594,0.421056596,50,6.233289555,-5.562304701,-123.5013026,-4.05607265,8.57866213,24.3112265,-17.94007383,"Washington Wild Things","Schaumburg Boomers","con04","Independent","Frontier","c176f84c-b263-45ac-8b0f-60ef817a9d19","8af61725-7d44-4247-b409-8becc3d8c14c",,,,,,,,,,,"c176f84c-b263-45ac-8b0f-60ef817a9d19",19855,"00:09:34",1715472574,1715472574,,"Yakkertech",,,,"Allante Hall","allaha00scb",,"Schaumburg Boomers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2,3.17,,,,,,,,0,,"Dalton Phillips","WWT","BOOM",319,"8af61725-7d44-4247-b409-8becc3d8c14c",85.96785697,5.517804947,-1.264628515,0.705109452,1.921050876,77.95647962,3.063189576,1.142138559,-5.738968688,1.091403165,0.449963826,-10.14636472,15.09880475,41.08504315,69.87343526,1784.364415,1555.780219,75.37349678,-0.617409081,0.657178513,0.432345266,,,,,,,,,,,,,,,,,0.997559711,1,,,"high","high",27.11390826,-42.09910511,54.98151472,"All",,,"","",,,,,,,,0,0,1,0,2024,"2022-11","H:\VID2024\05\11\0410550\0410550L\0160A.mp4",28.08,72,50.4,0.01053543,,,92.8457335775562
42,"2024-05-11","8:09:49 PM",7,3,"Cole Cook","Coleco00scb","Left","Schaumburg Boomers","Evan Berkey","evanbe00wwt","Right","Washington Wild Things","",1,"Bottom",2,2,0,"Curveball","Curveball","BreakingBalls","StrikeCalled","","","",,,,76.4037578,45.3329011453649,134.667098854635,44.6670988546351,2.361216982,0.681739504,2336.887883,30.58603333513,323.3312163,"4:45",309.336195632467,"4:19",5.653317947,-1.470305034,5.751396849,-56.89756957,-7.759695272,9.468285099,1.889262053,0.44230758,70.13904116,-10.42032905,1.599533385,0.503259801,,,,,,,,,,,,-4.376491763,-4.685710079,1.403454393,50,5.825179749,-1.581372623,-110.9977058,2.873503746,-5.430283931,20.8781733,-37.98800687,"Washington Wild Things","Schaumburg Boomers","con04","Independent","Frontier","c176f84c-b263-45ac-8b0f-60ef817a9d19","7152cda0-d0ca-44a6-86e1-a88b42312ec3",,,,,,,,,,,"c176f84c-b263-45ac-8b0f-60ef817a9d19",19855,"00:09:49",1715472589,1715472589,,"Yakkertech",,,,"Allante Hall","allaha00scb",,"Schaumburg Boomers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0.55,1.82,,,,,,,,0,,"Dalton Phillips","WWT","BOOM",319,"7152cda0-d0ca-44a6-86e1-a88b42312ec3",76.50150534,5.642240265,-1.472896073,2.492470412,0.713027228,70.18199542,1.898129679,0.443881884,-10.28644297,1.623734692,0.503161075,9.188099797,-10.72171442,57.57267809,35.5705414,1253.107871,1972.502381,53.62293503,0.430110167,0.844072321,-0.320229856,,,,,,,,,,,,,,,,,0.994809093,1,,,"high","high",57.98651274,56.0985907,55.1156051,"All",,,"","",,,,,,,,0,0,1,1,2024,"2022-11","H:\VID2024\05\11\0410550\0410550L\0161A.mp4",28.08,72,50.4,-0.0256411,,,103.119180041351
43,"2024-05-11","8:10:07 PM",7,4,"Cole Cook","Coleco00scb","Left","Schaumburg Boomers","Evan Berkey","evanbe00wwt","Right","Washington Wild Things","",1,"Bottom",2,2,1,"Curveball","Curveball","BreakingBalls","StrikeSwinging","","","",,,,77.47454591,42.8774414686038,137.122558531396,47.1225585313962,2.191450574,0.601717839,2452.005436,31.6491746701998,324.0888217,"4:45",311.363516570985,"4:23",5.656990884,-1.352850868,5.786576736,-56.78525277,-8.75328051,9.941401775,1.611922902,0.072788791,71.03441793,-11.14862203,0.717799812,0.495933197,,,,,,,,,,,,-4.536346372,-4.996233082,1.293421823,50,5.813321433,-1.452562614,-112.5736487,2.612738508,-5.788707079,21.50431162,-38.54960547,"Washington Wild Things","Schaumburg Boomers","con04","Independent","Frontier","c176f84c-b263-45ac-8b0f-60ef817a9d19","1299482b-6177-4e6f-b4fb-1adada6378a7",,,,,,,,,,,"c176f84c-b263-45ac-8b0f-60ef817a9d19",19855,"00:10:07",1715472607,1715472607,,"Yakkertech",,,,"Allante Hall","allaha00scb",,"Schaumburg Boomers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,2,,,,,,,,0,,"Dalton Phillips","WWT","BOOM",319,"1299482b-6177-4e6f-b4fb-1adada6378a7",77.57073025,5.645822765,-1.355254662,2.32386763,0.6307778,71.07169086,1.621064938,0.074202442,-11.01319004,0.739213226,0.495838621,9.690661981,-11.71313338,56.32076274,82.15930517,1359.742209,2040.448917,55.45429017,0.449139393,0.832155136,-0.325256261,,,,,,,,,,,,,,,,,0.993958382,1,,,"high","high",16.05662535,86.89164182,55.08042521,"Whiff",,,"","",,,,,,,,1,1,0,1,2024,"2022-11","H:\VID2024\05\11\0410550\0410550L\0162A.mp4",28.08,72,50.4,-0.14211272,,,107.51506792447
44,"2024-05-11","8:10:32 PM",7,5,"Cole Cook","Coleco00scb","Left","Schaumburg Boomers","Evan Berkey","evanbe00wwt","Right","Washington Wild Things","",1,"Bottom",2,2,2,"Sinker","Fastball","Fastballs","BallCalled","","","",,,,86.44965394,46.0923140738256,133.907685926174,43.9076859261744,1.32630974,1.72676467,2391.271429,27.6608560013398,142.5578384,"10:45",147.739661463343,"10:55",5.594087373,-1.448282229,6.128894805,-21.21383069,16.63933617,-10.50283744,3.929653387,0.837098279,78.59856109,-4.799745672,0.525883846,0.440723986,,,,,,,,,,,,6.38646999,8.419257171,1.312081944,50,5.691067392,-3.436605849,-125.7276764,2.231941643,10.20349824,25.93594241,-18.72281974,"Washington Wild Things","Schaumburg Boomers","con04","Independent","Frontier","c176f84c-b263-45ac-8b0f-60ef817a9d19","546f3acd-38b0-42d9-8db0-155238911b96",,,,,,,,,,,"c176f84c-b263-45ac-8b0f-60ef817a9d19",19855,"00:10:32",1715472632,1715472632,,"Yakkertech",,,,"Allante Hall","allaha00scb",,"Schaumburg Boomers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2,2,,,,,,,,0,,"Dalton Phillips","WWT","BOOM",319,"546f3acd-38b0-42d9-8db0-155238911b96",86.6231766,5.595488304,-1.453777769,1.308485681,1.792711116,78.74130662,3.929247583,0.841138954,-4.805132394,0.588890929,0.440575598,-11.11665593,15.71645211,36.37623705,53.16557115,1925.307897,1418.227257,80.51398404,-0.639254836,0.593085017,0.48949302,,,,,,,,,,,,,,,,,0.997345539,1,,,"high","high",42.15098596,-31.74745349,54.73810714,"All",,,"","",,,,,,,,0,0,1,0,2024,"2022-11","H:\VID2024\05\11\0410550\0410550L\0163A.mp4",28.08,72,50.4,0.17217823,,,94.0238727027876
45,"2024-05-11","8:10:51 PM",7,6,"Cole Cook","Coleco00scb","Left","Schaumburg Boomers","Evan Berkey","evanbe00wwt","Right","Washington Wild Things","",1,"Bottom",2,3,2,"Cutter","Slider","Fastballs","InPlay","","GroundBall","Out",1,0,"E. Berkey grounded out to ss. (3 out)",79.65973634,53.0501126563886,126.949887343611,36.9498873436114,1.261928233,0.648879109,2544.320154,31.9398515598953,228.0163231,"1:30",215.397617214091,"1:11",5.455350218,-1.668941072,5.579130884,-40.78472039,4.33498007,3.08043866,1.506255045,0.238138774,73.33565055,-9.772017294,1.224923237,0.483453408,76.51847074,8.936414712,-22.35430945,1112.32664,,,,105.1509381,,-24.9461451,1.02909547,-1.436925386,1.92218198,1.606782199,50,5.5417761,-1.411250938,-115.7886314,1.228399627,-1.945077043,22.20892578,-29.5721107,"Washington Wild Things","Schaumburg Boomers","con04","Independent","Frontier","c176f84c-b263-45ac-8b0f-60ef817a9d19","1c5c40f4-7e78-4e99-821f-edafb8133e4d",,,,,,,,,,,"c176f84c-b263-45ac-8b0f-60ef817a9d19",19855,"00:10:51",1715472651,1715472651,"GroundBall","Yakkertech",,,,"Allante Hall","allaha00scb",,"Schaumburg Boomers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GroundBall",0,2,0.546911,0.617821,0.027043,0.001051,0,0.354085,0.67506,0,0.641267370085762,"Dalton Phillips","WWT","BOOM",319,"1c5c40f4-7e78-4e99-821f-edafb8133e4d",79.81315013,5.449961775,-1.672797502,1.324860212,0.695062029,73.44420904,1.511370205,0.240528749,-9.694964386,1.261196058,0.483300032,2.646039717,2.316258183,83.45486249,32.09614496,290.0166218,2527.73721,11.39858997,-0.076247318,0.993482368,-0.084729757,-28.74923231,69.90904921,11.88624606,-0.252121043,1.361579108,1.502601117,-44.34911112,95.34084191,-1.02676052,-10.72728005,-0.116365802,-0.15068054,-0.445544728,0.882488113,,,0.99332041,1,0.994779005,41.11305237,"high","high",118.8865305,-8.810372385,55.28787106,"All",0,"SweetSpot","Left","LeftCenter",-44.3491111061452,95.3408418643596,77,9,1,0,1,0,1,0,0,2024,"2022-11","H:\VID2024\05\11\0410550\0410550L\0164A.mp4",28.08,72,50.4,-0.33285316,0,0,108.83880390331
